age,income,savings_rate,debt_ratio,purchase_power,purchasing_power
35,81451.99,0.56,0.87,269965375.62,93.06
44,106404.74,0.46,0.52,274952926.31,99.89
50,95470.7,0.55,0.76,273720498.81,98.2
78,109486.07,0.49,0.74,220524708.16,25.37
55,123003.1,0.38,0.66,269995061.58,93.1
38,92798.6,0.46,0.5,272553193.6,96.6
60,117327.59,0.48,0.58,263742409.25,84.54
77,111824.99,0.48,0.7,223779712.57,29.83
58,146311.76,0.31,0.54,266572253.31,88.41
74,106322.0,0.45,0.5,232955567.36,42.39
71,171536.01,0.34,0.41,241242638.43,53.73
40,130419.27,0.29,0.83,273733684.33,98.22
79,136977.45,0.47,0.59,217191486.98,20.81
71,104987.8,0.47,0.72,241181043.23,53.65
74,134438.92,0.41,0.64,232943115.52,42.37
69,101797.43,0.5,0.83,246166228.13,60.48
54,132434.4,0.43,0.72,270930753.09,94.38
52,115172.18,0.38,0.64,272547701.41,96.59
79,117266.66,0.29,0.92,217175518.17,20.79
55,99982.87,0.55,0.77,269967648.13,93.06
49,125379.74,0.52,0.48,274199147.77,98.85
54,105282.27,0.42,0.46,270962619.56,94.42
56,117830.0,0.31,0.77,268941159.38,91.65
57,118939.79,0.36,0.82,267778852.16,90.06
55,123617.59,0.21,0.71,270010548.23,93.12
45,113461.53,0.51,0.67,274979871.77,99.92
65,109007.16,0.44,0.68,254987163.96,72.55
54,109347.31,0.43,0.63,270942660.14,94.39
57,127385.05,0.55,0.74,267762784.62,90.04
61,143101.12,0.38,0.43,262225902.54,82.46
74,139378.39,0.45,0.87,232904988.54,42.32
57,148287.97,0.59,0.75,267749584.87,90.02
40,87251.09,0.31,0.75,273745229.98,98.23
50,97090.37,0.59,0.56,273735540.53,98.22
65,147462.09,0.31,0.49,255029705.71,72.61
60,119185.41,0.4,0.58,263752710.89,84.55
66,173637.74,0.56,0.77,252893223.66,69.68
45,125203.1,0.56,0.73,274964034.13,99.9
54,111365.47,0.38,0.53,270960101.6,94.42
66,124710.22,0.47,0.72,252925800.16,69.73
76,105747.52,0.49,0.8,226919325.58,34.13
62,139561.38,0.46,0.41,260568114.8,80.19
67,114845.99,0.26,0.66,250809020.03,66.83
49,149217.95,0.4,0.78,274172055.78,98.82
57,114109.17,0.41,0.72,267785302.45,90.07
42,89170.79,0.41,0.73,274537416.32,99.32
55,111257.18,0.44,0.65,269990941.59,93.09
63,137239.73,0.47,0.85,258756429.27,77.71
64,138600.29,0.52,0.41,256959928.86,75.25
55,124397.34,0.44,0.64,269990409.04,93.09
61,132424.91,0.5,0.49,262200333.15,82.43
41,126613.47,0.35,0.47,274222701.0,98.89
48,108979.78,0.53,0.64,274531805.88,99.31
49,126285.74,0.51,0.45,274206176.33,98.86
40,130655.97,0.53,0.86,273699834.8,98.17
42,102996.48,0.5,0.9,274508675.75,99.28
47,114850.25,0.51,0.55,274792638.31,99.67
60,165493.0,0.53,0.75,263703758.69,84.48
64,124272.22,0.48,0.65,256934100.45,75.22
51,115187.66,0.36,0.79,273182635.59,97.46
73,128768.27,0.49,0.73,235771693.49,46.24
68,133490.5,0.43,0.38,248576014.94,63.77
72,99784.43,0.33,0.77,238540290.24,50.03
76,132306.74,0.48,0.78,226915514.0,34.12
52,116541.04,0.47,0.64,272537011.42,96.58
72,107204.45,0.45,0.83,238519779.44,50.01
56,118286.44,0.42,0.81,268922106.41,91.63
52,120002.99,0.33,0.7,272546201.51,96.59
69,114703.75,0.42,0.75,246179937.75,60.49
61,123383.9,0.24,0.91,262181945.1,82.4
71,143296.24,0.56,0.54,241184776.18,53.66
70,157916.18,0.32,0.55,243769315.05,57.19
38,105535.66,0.46,0.51,272552897.89,96.6
79,143675.49,0.29,0.88,217176031.0,20.79
80,106730.67,0.33,0.75,213741002.37,16.08
65,101741.04,0.53,0.48,254998373.21,72.57
64,104811.48,0.37,0.91,256921161.64,75.2
72,115366.65,0.4,0.8,238526276.65,50.02
54,130006.37,0.6,0.78,270900098.63,94.34
46,104787.59,0.46,0.41,274963945.04,99.9
65,121425.94,0.5,0.64,254982061.58,72.54
61,147341.68,0.32,0.74,262192514.69,82.42
58,111601.98,0.3,0.73,266546346.14,88.38
50,120002.93,0.56,0.72,273717097.54,98.19
53,140346.88,0.49,0.82,271755413.09,95.51
70,107037.23,0.42,0.59,243748287.96,57.16
52,100505.05,0.52,0.81,272516964.25,96.55
36,80954.61,0.4,0.46,270961238.67,94.42
71,111010.37,0.31,0.6,241209270.34,53.69
69,111306.91,0.59,0.41,246199870.06,60.52
63,137703.05,0.39,0.61,258800640.99,77.77
55,154687.12,0.34,0.59,270011156.65,93.12
53,123477.02,0.45,0.79,271771064.49,95.53
55,117990.41,0.4,0.73,269984532.09,93.08
68,126860.82,0.35,0.63,248552339.43,63.74
74,113242.67,0.51,0.72,232924980.11,42.35
72,98480.6,0.45,0.41,238563722.58,50.07
75,119293.88,0.51,0.5,229997962.35,38.34
64,111257.4,0.43,0.71,256934154.32,75.22
66,118035.33,0.39,0.7,252938841.24,69.75
52,122079.13,0.38,0.76,272532286.41,96.57
43,103558.05,0.38,0.61,274801403.2,99.68
65,129191.61,0.55,0.7,254967292.3,72.52
67,129010.54,0.54,0.73,250765192.41,66.77
81,121433.25,0.55,0.88,210147915.65,11.16
60,122898.41,0.45,0.56,263748245.79,84.55
44,96178.07,0.6,0.68,274923550.86,99.84
35,90609.97,0.36,0.69,269995626.69,93.1
63,119982.35,0.34,0.91,258769521.88,77.73
38,129368.13,0.29,0.48,272580230.41,96.64
51,138613.06,0.3,0.65,273206503.78,97.49
72,109966.52,0.57,0.57,238535044.1,50.03
37,96527.02,0.39,0.68,271793579.4,95.56
53,140214.02,0.32,0.5,271824877.56,95.6
72,101206.18,0.46,0.42,238562119.74,50.06
62,86682.81,0.29,0.64,260556489.28,80.18
36,97035.14,0.54,0.59,270938427.05,94.39
56,111807.2,0.45,0.48,268957937.26,91.68
42,79283.7,0.27,0.62,274558580.86,99.35
51,127583.87,0.59,0.43,273197995.24,97.48
66,169794.38,0.36,0.85,252913492.89,69.71
46,136171.37,0.46,0.66,274934032.54,99.86
48,128727.12,0.31,0.83,274532622.1,99.31
70,126755.56,0.26,0.66,243760038.29,57.18
71,144904.51,0.27,0.89,241176571.17,53.64
39,111886.2,0.31,0.6,273209031.8,97.5
77,134448.5,0.41,0.7,223785669.41,29.84
59,95979.6,0.46,0.68,265186610.91,86.51
50,110961.65,0.46,0.73,273729097.53,98.21
50,103492.06,0.37,0.71,273742010.88,98.23
75,120082.0,0.42,0.52,230006875.73,38.35
64,136824.46,0.53,0.46,256951502.55,75.24
43,100269.39,0.54,0.71,274775357.76,99.64
41,72975.44,0.5,0.67,274187591.33,98.84
45,119499.64,0.51,0.5,274999784.53,99.95
57,109817.95,0.4,0.59,267801241.29,90.09
71,131238.59,0.46,0.65,241185925.18,53.66
51,124095.59,0.41,0.79,273174624.22,97.45
76,107312.91,0.52,0.46,226951690.67,34.17
61,139409.27,0.41,0.6,262199099.13,82.42
79,123526.18,0.38,0.84,217173078.74,20.78
43,133540.5,0.58,0.73,274758165.54,99.62
47,117706.77,0.49,0.55,274794731.98,99.67
44,109490.92,0.43,0.81,274923817.85,99.85
40,121485.27,0.49,0.65,273733154.11,98.22
56,114772.03,0.27,0.68,268956906.9,91.68
45,159416.01,0.35,0.9,274960528.43,99.9
73,148617.42,0.32,0.86,235774186.53,46.25
55,114397.46,0.33,0.61,270006284.78,93.11
68,92665.02,0.32,0.45,248571127.54,63.77
56,128960.12,0.53,0.56,268938160.33,91.65
50,110165.88,0.45,0.38,273768569.94,98.26
65,134196.91,0.4,0.38,255029905.74,72.61
36,90007.14,0.28,0.6,270960423.35,94.42
70,134193.83,0.36,0.85,243721512.07,57.13
68,103350.93,0.58,0.83,248507112.91,63.68
77,107256.51,0.46,0.7,223783078.07,29.83
48,100916.82,0.5,0.68,274532569.47,99.31
63,145724.07,0.63,0.43,258792250.84,77.76
48,98369.69,0.38,0.49,274563482.73,99.35
37,94976.22,0.36,0.43,271820540.1,95.6
47,113243.49,0.44,0.75,274778601.91,99.65
74,132459.84,0.59,0.46,232943571.11,42.37
72,138077.26,0.5,0.85,238501627.58,49.98
52,127416.51,0.46,0.72,272526327.89,96.56
74,112699.56,0.59,0.54,232935545.77,42.36
39,72395.37,0.36,0.5,273209963.96,97.5
70,132883.15,0.47,0.7,243727049.56,57.14
69,111080.5,0.52,0.89,246154464.09,60.46
51,103480.26,0.37,0.77,273185354.51,97.47
44,146776.25,0.34,0.56,274964843.56,99.9
60,124305.02,0.4,0.69,263737808.56,84.53
68,112977.55,0.25,0.56,248570869.3,63.77
48,149788.11,0.44,0.91,274498647.99,99.26
43,132331.6,0.55,0.77,274757808.8,99.62
48,114037.23,0.37,0.72,274539404.25,99.32
75,168828.07,0.26,0.63,230017290.78,38.37
64,132956.39,0.36,0.72,256938839.08,75.22
38,143573.22,0.51,0.58,272537110.4,96.58
45,152479.89,0.35,0.41,275036870.32,100.0
67,146665.49,0.33,0.57,250814132.72,66.84
64,133652.56,0.36,0.84,256923457.99,75.2
52,138745.17,0.27,0.69,272556476.04,96.6
78,112292.01,0.36,0.43,220573305.79,25.44
43,118850.79,0.44,0.89,274760813.35,99.62
44,106104.11,0.54,0.57,274938443.38,99.87
66,134469.52,0.48,0.5,252952629.06,69.77
56,121479.11,0.32,0.56,268964180.95,91.69
45,100687.59,0.6,0.69,274970819.0,99.91
71,117861.17,0.4,0.68,241190730.34,53.66
53,121040.66,0.52,0.63,271780944.06,95.54
65,133899.96,0.36,0.83,254975292.5,72.54
44,149882.24,0.45,0.62,274939991.73,99.87
46,93089.71,0.52,0.78,274921810.92,99.84
54,99194.58,0.57,0.47,270945829.09,94.4
73,100665.62,0.37,0.82,235781355.27,46.26
72,140610.3,0.38,0.69,238539847.25,50.03
65,132039.57,0.45,0.77,254972322.48,72.53
39,108884.98,0.56,0.64,273178470.71,97.46
74,123459.22,0.48,0.69,232929476.6,42.35
71,117847.18,0.33,0.44,241227312.26,53.71
73,146783.38,0.35,0.81,235777025.54,46.25
68,123051.18,0.37,0.43,248573808.95,63.77
50,96317.79,0.38,0.47,273764806.5,98.26
71,130011.34,0.41,0.65,241192147.29,53.67
40,111565.59,0.46,0.76,273726004.29,98.21
66,104364.6,0.46,0.46,252958564.09,69.77
61,144236.75,0.6,0.88,262130846.38,82.33
49,165826.29,0.58,0.88,274124417.25,98.75
76,100910.88,0.49,0.71,226929720.43,34.14
67,131046.15,0.4,0.65,250793622.82,66.81
71,137483.92,0.49,0.77,241165231.2,53.63
83,131109.25,0.28,0.57,202818679.7,1.13
46,132516.3,0.47,0.62,274938610.32,99.87
58,168155.6,0.34,0.86,266515596.95,88.33
76,81559.59,0.27,0.83,226941227.57,34.16
63,128279.64,0.29,0.86,258780482.42,77.74
75,130224.58,0.21,0.57,230028297.55,38.38
46,114109.35,0.5,0.51,274948296.31,99.88
45,101867.69,0.34,0.59,275007512.76,99.96
73,124130.22,0.32,0.61,235809083.06,46.3
62,108701.66,0.3,0.53,260568909.5,80.19
44,109380.02,0.49,0.61,274938695.44,99.87
68,128138.54,0.37,0.72,248537853.63,63.72
72,109959.4,0.52,0.85,238509423.64,49.99
72,129706.65,0.51,0.74,238517642.64,50.0
73,135319.96,0.48,0.82,235759331.86,46.23
59,113782.1,0.36,0.43,265224050.51,86.57
71,101264.4,0.5,0.45,241204471.82,53.68
37,97564.71,0.3,0.81,271789863.92,95.55
56,124526.74,0.29,0.66,268956575.85,91.68
54,132367.71,0.48,0.66,270931562.84,94.38
71,117345.78,0.38,0.44,241220896.81,53.7
47,105717.07,0.44,0.54,274801947.28,99.68
79,108324.19,0.39,0.74,217185586.99,20.8
36,108453.64,0.35,0.82,270931553.46,94.38
67,106595.13,0.52,0.87,250759040.88,66.76
47,116097.09,0.37,0.6,274803033.85,99.68
60,107333.02,0.46,0.64,263739546.09,84.53
75,107541.92,0.48,0.85,229964161.02,38.29
57,141115.55,0.35,0.68,267796161.24,90.09
81,114061.49,0.3,0.67,210202531.18,11.24
65,169003.49,0.39,0.83,254962207.15,72.52
73,115943.45,0.46,0.77,235772933.51,46.25
61,169184.77,0.58,0.84,262129571.62,82.33
70,125202.01,0.56,0.52,243740427.38,57.15
47,79163.09,0.28,0.68,274803048.8,99.68
57,108911.66,0.31,0.81,267786178.77,90.07
63,134246.55,0.31,0.41,258836999.84,77.82
44,107388.7,0.37,0.81,274931123.15,99.86
49,102285.73,0.36,0.5,274214732.93,98.87
77,137925.13,0.44,0.81,223765330.97,29.81
72,117339.38,0.45,0.74,238528213.49,50.02
76,123287.37,0.51,0.52,226945898.47,34.16
65,170796.9,0.39,0.68,254987433.83,72.55
56,139755.86,0.47,0.74,268921286.0,91.63
71,177619.29,0.5,0.71,241163508.04,53.63
78,128991.14,0.52,0.64,220528744.14,25.38
62,153062.84,0.45,0.88,260499454.61,80.1
56,132670.73,0.45,0.65,268935811.11,91.65
39,154356.69,0.42,0.68,273184395.86,97.46
56,98222.83,0.52,0.43,268955163.23,91.67
74,98425.09,0.37,0.9,232923060.38,42.34
77,165819.08,0.45,0.54,223800783.81,29.86
46,91180.62,0.36,0.74,274941370.34,99.87
65,108577.26,0.51,0.8,254966683.22,72.52
50,116416.53,0.49,0.55,273745146.47,98.23
53,149583.05,0.36,0.69,271793783.42,95.56
60,108550.39,0.28,0.55,263768805.49,84.57
53,137057.82,0.25,0.79,271794064.2,95.56
46,94266.33,0.25,0.71,274953448.73,99.89
36,115678.4,0.25,0.79,270945540.7,94.4
61,105664.58,0.34,0.85,262179659.49,82.4
61,107450.68,0.36,0.7,262193544.84,82.42
52,105059.79,0.34,0.74,272541669.4,96.58
56,180101.92,0.59,0.63,268911389.22,91.61
69,137312.89,0.47,0.57,246193885.65,60.51
48,121934.07,0.29,0.71,274549470.34,99.33
76,147056.21,0.41,0.86,226911433.84,34.11
68,134767.81,0.4,0.61,248548783.94,63.74
49,168972.19,0.47,0.59,274189843.27,98.84
48,108836.62,0.36,0.56,274558069.84,99.34
62,132202.24,0.48,0.56,260543819.22,80.16
47,93869.55,0.48,0.46,274806240.79,99.68
71,101782.24,0.45,0.65,241190068.3,53.66
48,126178.72,0.48,0.65,274533781.13,99.31
55,151534.72,0.55,0.67,269967167.72,93.06
67,125502.71,0.44,0.61,250794184.84,66.81
48,102801.66,0.49,0.7,274530684.4,99.31
62,134076.46,0.48,0.81,260511108.22,80.11
59,135209.87,0.49,0.93,265143639.72,86.46
73,94174.8,0.45,0.71,235784215.31,46.26
74,116842.5,0.28,0.42,232984878.93,42.43
69,171635.45,0.61,0.81,246128754.47,60.42
45,81224.87,0.3,0.74,274996532.36,99.94
55,98945.18,0.45,0.57,269997907.05,93.1
73,110521.08,0.52,0.51,235796548.28,46.28
47,137572.78,0.37,0.42,274829427.63,99.72
76,101182.77,0.38,0.53,226959618.67,34.18
75,85709.89,0.35,0.43,230018962.43,38.37
51,209139.04,0.41,0.81,273152451.27,97.42
69,135988.11,0.26,0.7,246205126.07,60.53
62,185591.17,0.39,0.74,260525359.03,80.13
53,102100.43,0.42,0.76,271781677.05,95.54
68,111210.01,0.53,0.79,248514588.66,63.69
38,189034.38,0.43,0.85,272498041.41,96.52
47,101993.55,0.32,0.88,274778971.03,99.65
55,109233.49,0.55,0.64,269978943.69,93.08
59,135685.09,0.29,0.91,265172168.38,86.49
49,125225.91,0.38,0.73,274186369.98,98.84
68,127783.16,0.29,0.44,248584672.94,63.79
44,96455.03,0.48,0.72,274930490.0,99.85
58,170886.94,0.54,0.7,266508504.79,88.32
61,122704.6,0.31,0.85,262180729.13,82.4
70,107106.01,0.36,0.6,243754449.67,57.17
61,127799.34,0.34,0.7,262194165.53,82.42
50,118995.59,0.5,0.4,273761834.41,98.25
70,105754.08,0.42,0.54,243754461.07,57.17
53,127568.38,0.36,0.41,271828764.58,95.61
44,160289.08,0.52,0.6,274930334.73,99.85
60,111090.76,0.43,0.77,263727341.49,84.52
44,108053.94,0.6,0.47,274942289.79,99.87
40,67199.15,0.45,0.69,273741066.61,98.23
35,94157.2,0.39,0.53,270008079.31,93.12
71,130222.72,0.4,0.52,241209380.7,53.69
49,120763.05,0.6,0.67,274167646.67,98.81
67,131645.25,0.39,0.43,250824483.58,66.85
70,104043.18,0.42,0.69,243738620.4,57.15
63,89690.93,0.56,0.41,258802543.06,77.77
64,135001.75,0.34,0.43,256980560.94,75.28
47,112370.12,0.33,0.68,274799099.92,99.67
60,107939.47,0.38,0.71,263740726.03,84.54
56,106451.99,0.48,0.41,268961541.98,91.68
58,115504.47,0.44,0.68,266535794.74,88.36
64,146640.57,0.61,0.84,256884669.36,75.15
47,122241.23,0.46,0.74,274775326.61,99.64
65,124058.34,0.43,0.46,255014223.7,72.59
52,169472.88,0.56,0.71,272502755.15,96.53
63,100138.82,0.42,0.77,258780889.19,77.75
42,89301.59,0.37,0.45,274566353.36,99.36
52,137157.06,0.27,0.82,272537086.53,96.58
60,159958.23,0.31,0.81,263730788.11,84.52
41,86573.89,0.47,0.82,274174986.81,98.82
44,92063.69,0.46,0.81,274925131.21,99.85
68,119204.4,0.43,0.74,248529676.82,63.71
62,113761.73,0.57,0.71,260518277.98,80.12
44,88518.59,0.33,0.78,274940788.8,99.87
59,102223.84,0.48,0.8,265170964.01,86.49
52,103165.12,0.47,0.71,272531595.8,96.57
66,128128.05,0.31,0.56,252967323.97,69.79
68,117025.9,0.48,0.59,248541327.36,63.73
52,74386.61,0.35,0.84,272535833.22,96.58
43,106197.48,0.57,0.43,274800020.16,99.68
50,131791.3,0.58,0.7,273714217.78,98.19
57,76342.74,0.58,0.89,267763576.21,90.04
77,126544.09,0.46,0.73,223775510.6,29.82
49,145662.21,0.34,0.93,274160493.24,98.8
78,134599.84,0.45,0.7,220529061.79,25.38
59,116517.05,0.41,0.45,265216325.67,86.56
43,116837.51,0.42,0.79,274775999.29,99.64
59,118405.92,0.58,0.55,265184449.91,86.51
43,136089.61,0.43,0.61,274794569.69,99.67
44,103910.31,0.36,0.59,274955045.05,99.89
54,142002.1,0.5,0.52,270946038.42,94.4
55,121738.19,0.48,0.6,269990957.65,93.09
42,107320.88,0.53,0.63,274532956.52,99.31
61,132964.14,0.32,0.71,262195304.37,82.42
59,131734.02,0.29,0.83,265185158.63,86.51
71,119948.07,0.24,0.58,241221636.81,53.71
52,131119.03,0.39,0.48,272566941.85,96.62
65,120679.92,0.43,0.74,254979336.66,72.54
77,85718.7,0.53,0.76,223775381.35,29.82
68,180197.98,0.34,0.8,248524236.96,63.7
44,131541.47,0.38,0.42,274976105.74,99.92
65,121047.47,0.41,0.82,254972436.84,72.53
67,155793.32,0.53,0.71,250763329.6,66.77
73,124983.08,0.59,0.74,235758950.48,46.23
78,115404.65,0.51,0.46,220552687.14,25.41
43,84291.6,0.41,0.56,274803001.71,99.68
50,184586.28,0.43,0.52,273757936.8,98.25
61,113141.21,0.58,0.51,262190001.85,82.41
58,105149.67,0.41,0.68,266540758.15,88.37
80,126903.61,0.47,0.81,213714370.24,16.05
55,163747.19,0.28,0.75,269994242.61,93.1
54,135381.18,0.31,0.69,270949833.37,94.4
73,172140.32,0.55,0.66,235764029.85,46.23
56,118884.84,0.3,0.57,268966126.36,91.69
50,121795.85,0.35,0.85,273725423.84,98.2
61,124790.21,0.4,0.67,262191122.13,82.41
65,131203.85,0.46,0.58,254995252.85,72.56
58,113848.57,0.43,0.54,266553651.76,88.39
66,117287.52,0.53,0.73,252919137.22,69.72
49,104416.36,0.29,0.7,274201196.32,98.86
78,138595.33,0.4,0.41,220576385.99,25.44
68,120938.89,0.33,0.81,248533165.6,63.72
66,108010.98,0.43,0.74,252931391.41,69.74
43,101990.06,0.43,0.71,274786360.87,99.66
69,118236.88,0.28,0.45,246231112.06,60.56
67,121903.65,0.45,0.55,250800034.32,66.82
81,104567.0,0.46,0.93,210159134.15,11.18
47,108169.99,0.35,0.8,274783382.2,99.65
67,145868.81,0.3,0.58,250817598.05,66.84
71,173326.12,0.57,0.52,241185788.73,53.66
53,174845.75,0.57,0.64,271764121.74,95.52
59,107553.2,0.33,0.63,265204278.75,86.54
55,116545.11,0.38,0.73,269986231.02,93.09
75,125519.06,0.49,0.88,229953371.88,38.28
39,105651.3,0.46,0.59,273195624.97,97.48
79,139094.38,0.4,0.45,217221629.71,20.85
78,139716.66,0.47,0.8,220512549.66,25.35
65,133810.55,0.29,0.42,255038715.16,72.62
55,110940.95,0.53,0.91,269951700.5,93.04
71,148128.92,0.43,0.72,241178314.61,53.65
77,104252.17,0.35,0.93,223771080.75,29.82
44,129176.75,0.54,0.5,274943912.52,99.87
44,82910.73,0.67,0.44,274941296.96,99.87
44,122757.37,0.56,0.69,274918923.21,99.84
50,114476.88,0.58,0.63,273725809.72,98.21
41,98237.4,0.56,0.62,274182865.18,98.83
46,144715.77,0.26,0.9,274927349.87,99.85
73,130182.52,0.48,0.83,235759824.8,46.23
73,108367.62,0.52,0.7,235775266.61,46.25
69,105051.96,0.4,0.51,246209419.27,60.53
81,97465.76,0.33,0.75,210192005.4,11.23
46,124157.12,0.59,0.75,274907650.14,99.82
48,113157.23,0.3,0.65,274556233.41,99.34
44,127081.14,0.52,0.85,274902684.63,99.82
70,117096.68,0.37,0.49,243766610.37,57.19
62,131359.53,0.26,0.53,260577635.93,80.2
40,127872.08,0.48,0.43,273762115.12,98.25
48,110969.21,0.41,0.8,274526814.0,99.3
53,128035.71,0.41,0.68,271788817.89,95.55
55,135492.27,0.46,0.58,269995410.69,93.1
44,86951.67,0.33,0.5,274964916.0,99.9
41,100596.79,0.33,0.4,274226652.24,98.89
57,107625.24,0.32,0.47,267822487.2,90.12
65,162910.68,0.34,0.66,255001061.45,72.57
39,118629.32,0.49,0.51,273199520.99,97.48
76,122507.74,0.32,0.53,226968681.21,34.19
54,135572.02,0.25,0.81,270940590.49,94.39
46,116374.32,0.37,0.66,274946327.86,99.88
57,99432.32,0.27,0.73,267799911.13,90.09
46,87096.96,0.35,0.4,274972124.43,99.91
56,133235.37,0.41,0.56,268954974.07,91.67
50,99067.65,0.49,0.67,273734065.13,98.22
53,162521.48,0.57,0.45,271796913.27,95.56
58,107600.41,0.56,0.47,266547249.92,88.38
61,118346.63,0.38,0.83,262175237.24,82.39
77,112094.38,0.39,0.91,223766249.68,29.81
43,98895.62,0.43,0.46,274810767.52,99.69
64,110830.85,0.42,0.53,256954684.05,75.24
68,110730.09,0.51,0.86,248508379.84,63.68
51,129369.07,0.35,0.44,273227992.91,97.52
47,87838.8,0.3,0.7,274799199.42,99.67
53,180635.1,0.51,0.92,271723369.0,95.46
61,189844.5,0.42,0.9,262141096.33,82.35
58,100186.39,0.43,0.63,266543772.85,88.37
70,91133.68,0.39,0.51,243758799.9,57.18
68,126506.89,0.55,0.46,248548297.55,63.74
74,123865.44,0.36,0.83,232925950.27,42.35
40,94328.74,0.55,0.87,273710979.83,98.18
65,118346.71,0.58,0.7,254967765.82,72.52
49,156560.37,0.59,0.69,274157157.39,98.8
75,129943.33,0.45,0.78,229970084.47,38.3
65,139634.81,0.32,0.75,254991707.99,72.56
54,102957.42,0.36,0.78,270935980.73,94.39
69,128618.64,0.38,0.67,246193143.77,60.51
42,125609.72,0.57,0.65,274522633.97,99.3
50,103811.83,0.31,0.51,273768120.18,98.26
66,134822.02,0.36,0.77,252933134.77,69.74
56,119279.09,0.46,0.58,268944835.66,91.66
72,125712.65,0.4,0.56,238555644.89,50.06
61,91356.05,0.33,0.83,262185571.13,82.41
59,138185.41,0.4,0.78,265174983.13,86.5
75,107720.84,0.52,0.91,229954712.35,38.28
46,118305.1,0.43,0.44,274964608.56,99.9
65,115180.43,0.49,0.75,254973197.94,72.53
59,147343.99,0.46,0.49,265207419.43,86.54
62,130511.42,0.5,0.87,260501480.29,80.1
74,101657.65,0.49,0.43,232958227.1,42.39
75,133964.11,0.46,0.74,229973645.03,38.31
71,113672.73,0.3,0.85,241184152.36,53.65
68,112098.81,0.33,0.61,248556879.45,63.75
71,132655.84,0.49,0.85,241155078.89,53.61
35,107947.52,0.32,0.8,269988090.18,93.09
55,158010.11,0.43,0.57,269999786.51,93.1
72,109178.51,0.48,0.44,238558768.09,50.06
70,131719.54,0.47,0.56,243745505.24,57.16
46,111215.39,0.24,0.52,274975871.36,99.92
77,173433.74,0.49,0.84,223743139.87,29.78
51,101286.58,0.48,0.89,273162511.69,97.43
36,90312.72,0.33,0.44,270971005.55,94.43
57,108960.65,0.3,0.61,267809531.71,90.11
75,96844.66,0.53,0.7,229977830.14,38.31
61,135073.38,0.27,0.51,262230585.6,82.47
53,135698.55,0.55,0.63,271775522.84,95.54
69,105858.45,0.35,0.49,246216005.09,60.54
75,96553.19,0.5,0.7,229980082.95,38.32
67,137162.07,0.45,0.75,250772608.37,66.78
50,140136.49,0.58,0.73,273706029.49,98.18
70,116132.54,0.48,0.41,243762376.93,57.18
68,151742.1,0.48,0.81,248506491.37,63.68
60,112732.78,0.32,0.75,263742345.21,84.54
51,126183.53,0.28,0.81,273189168.82,97.47
56,110141.38,0.45,0.66,268938109.71,91.65
37,108573.53,0.42,0.89,271766816.67,95.52
77,131418.06,0.53,0.84,223751434.86,29.79
45,95853.89,0.53,0.58,274989687.85,99.94
75,188787.37,0.51,0.58,229982668.84,38.32
81,123916.47,0.32,0.89,210173441.27,11.2
56,85664.22,0.57,0.78,268919755.67,91.63
79,136566.29,0.57,0.84,217143884.84,20.74
60,106384.95,0.36,0.78,263735046.52,84.53
54,99839.67,0.63,0.68,270919602.71,94.36
43,96315.62,0.42,0.45,274812866.99,99.69
73,140903.47,0.41,0.54,235807172.85,46.29
47,100400.48,0.45,0.86,274769397.66,99.63
53,134842.93,0.27,0.56,271823224.79,95.6
59,129428.66,0.63,0.45,265189372.87,86.52
70,128072.08,0.38,0.78,243729697.61,57.14
35,103471.91,0.31,0.72,269997783.52,93.1
71,120045.05,0.38,0.58,241204717.78,53.68
78,97593.47,0.45,0.53,220551888.12,25.41
46,80778.39,0.49,0.69,274936242.77,99.86
37,86916.5,0.6,0.43,271796925.7,95.56
81,108652.13,0.41,0.81,210175949.85,11.2
50,140975.0,0.37,0.56,273760434.02,98.25
69,144534.15,0.5,0.89,246143280.38,60.44
65,205534.39,0.48,0.8,254941965.41,72.49
69,152382.99,0.48,0.78,246161483.23,60.47
52,107331.0,0.46,0.54,272549076.17,96.59
44,125404.59,0.45,0.68,274932902.41,99.86
41,110168.38,0.34,0.68,274198633.06,98.85
48,101169.24,0.48,0.54,274547279.33,99.33
52,104781.63,0.44,0.83,272521507.66,96.56
50,92499.25,0.49,0.62,273739903.0,98.22
68,125732.99,0.4,0.83,248520221.32,63.7
51,122415.89,0.37,0.51,273215090.78,97.51
51,99504.75,0.46,0.44,273209520.81,97.5
63,108366.3,0.38,0.89,258770062.43,77.73
75,106131.78,0.27,0.66,230007272.57,38.35
39,85949.43,0.48,0.65,273188961.06,97.47
44,111819.17,0.41,0.68,274940275.16,99.87
55,141004.31,0.49,0.5,270000623.23,93.11
49,112807.07,0.46,0.81,274170070.79,98.81
51,103386.88,0.43,0.45,273211903.39,97.5
39,86966.22,0.34,0.65,273200977.52,97.49
58,103612.42,0.4,0.7,266539455.98,88.37
61,120680.28,0.51,0.9,262149525.98,82.36
74,143811.52,0.48,0.68,232928287.99,42.35
79,99733.9,0.31,0.48,217221082.74,20.85
47,109742.23,0.38,0.68,274793086.43,99.67
76,131060.94,0.41,0.45,226968691.64,34.19
70,128233.17,0.44,0.5,243757855.94,57.18
50,110844.09,0.45,0.35,273772035.38,98.27
43,101172.55,0.5,0.67,274782733.73,99.65
59,104850.73,0.35,0.47,265219061.56,86.56
49,89255.92,0.5,0.61,274190223.29,98.84
