age,income,savings_rate,debt_ratio,purchase_power,purchasing_power
35,59249.77,0.19,0.32,33975.86,31.33
52,45848.21,0.06,0.27,30368.63,28.81
27,36967.11,0.15,0.16,24328.46,24.59
44,52128.85,0.12,0.25,37780.77,33.99
20,26001.52,0.3,0.54,-6063.77,3.34
27,48847.7,0.13,0.25,29236.29,28.02
27,42450.87,0.27,0.46,10265.68,14.75
58,61663.15,0.22,0.41,15911.53,18.7
35,70794.43,0.14,0.31,43757.7,38.17
19,47485.88,0.19,0.22,16289.63,18.97
43,56918.59,0.26,0.28,31143.31,29.35
58,61064.67,0.27,0.4,13140.79,16.76
43,83506.33,0.09,0.28,58169.27,48.25
57,64992.75,0.13,0.21,36976.83,33.43
53,107565.45,0.13,0.16,74962.69,59.99
21,60416.92,0.06,0.54,15456.28,18.38
55,100902.28,0.2,0.32,45115.49,39.12
48,40499.12,0.26,0.41,15978.19,18.75
56,59706.89,0.15,0.35,25892.99,25.68
52,56313.12,0.24,0.54,12662.22,16.43
30,52363.53,0.21,0.37,23748.09,24.18
37,50143.95,0.14,0.34,30932.17,29.2
55,65726.8,0.09,0.56,19647.9,21.31
35,40652.1,0.23,0.46,17356.39,19.71
28,58679.82,0.26,0.16,33805.71,31.21
30,44370.21,0.22,0.19,27575.15,26.86
34,51364.93,0.05,0.49,27334.37,26.69
42,69987.87,0.1,0.52,31947.04,29.91
37,61585.26,0.07,0.37,39712.38,35.34
26,70426.1,0.19,0.38,28009.08,27.16
49,50341.87,0.24,0.42,19682.38,21.34
39,60194.2,0.08,0.32,41698.96,36.73
35,76211.41,0.26,0.44,27591.79,26.87
41,68268.0,0.19,0.15,50240.1,42.7
55,66282.67,0.22,0.58,9702.76,14.36
34,80978.31,0.29,0.48,22885.63,23.58
24,40358.84,0.07,0.42,16007.91,18.77
26,40887.27,0.28,0.26,16834.19,19.35
43,72904.92,0.08,0.18,58916.41,48.77
36,57484.81,0.15,0.3,36473.33,33.08
43,85805.79,0.26,0.43,31444.21,29.56
30,60483.29,0.28,0.42,20054.0,21.6
33,49060.88,0.18,0.29,29648.63,28.31
44,68419.62,0.2,0.41,31864.94,29.86
59,44145.03,0.23,0.51,3036.91,9.7
44,81391.02,0.26,0.11,56138.03,46.83
50,46348.69,0.08,0.33,29219.35,28.01
28,77737.52,0.25,0.48,20557.18,21.95
34,63541.04,0.17,0.37,33214.06,30.8
25,45145.59,0.16,0.43,15314.3,18.28
35,73291.64,0.16,0.36,40095.44,35.61
41,71143.83,0.18,0.6,21404.23,22.54
44,91840.69,0.29,0.13,58742.16,48.65
39,90232.03,0.19,0.35,47582.93,40.84
40,67761.97,0.29,0.15,43907.54,38.27
25,36697.48,0.1,0.18,23326.48,23.89
32,49052.63,0.23,0.29,26550.0,26.14
33,56223.85,0.25,0.18,35435.0,32.35
25,69674.02,0.22,0.58,10720.07,15.07
27,44183.16,0.2,0.57,8886.69,13.79
26,43821.33,0.19,0.27,21563.82,22.65
41,108976.29,0.27,0.42,39994.44,35.54
47,61063.51,0.26,0.37,26663.96,26.22
36,51327.29,0.08,0.51,26110.93,25.83
49,76785.36,0.26,0.41,27212.16,26.6
48,61585.99,0.15,0.1,49037.7,41.86
57,41883.95,0.11,0.48,11227.68,15.43
53,81375.68,0.27,0.47,20057.85,21.6
36,50102.92,0.16,0.35,29084.14,27.91
57,57986.07,0.25,0.55,5467.43,11.4
35,57948.27,0.12,0.55,23764.24,24.19
32,60112.42,0.05,0.36,38321.17,34.37
49,41673.0,0.17,0.4,19889.28,21.48
42,57687.52,0.08,0.6,24236.99,24.52
53,83596.56,0.24,0.25,41512.24,36.6
52,88102.98,0.12,0.26,54427.75,45.63
21,28853.17,0.16,0.19,10027.89,14.59
55,76981.77,0.07,0.55,25928.96,25.71
58,46606.44,0.12,0.47,11654.72,15.73
44,57483.07,0.25,0.15,39480.2,35.18
41,57592.84,0.09,0.59,23915.57,24.3
57,59029.35,0.21,0.47,13137.4,16.76
33,77320.52,0.28,0.53,18883.15,20.78
22,47031.25,0.22,0.12,23410.22,23.94
47,60746.14,0.25,0.35,27353.89,26.7
40,80985.37,0.08,0.45,43924.81,38.29
43,52447.97,0.11,0.37,32042.61,29.98
31,54164.91,0.27,0.43,17935.47,20.12
36,79573.19,0.23,0.51,25851.51,25.65
51,70742.83,0.21,0.29,36461.54,33.07
34,51777.07,0.22,0.52,17363.29,19.72
20,22683.66,0.15,0.18,4630.79,10.82
53,65526.71,0.06,0.24,44789.99,38.89
52,44107.77,0.25,0.12,27628.15,26.89
48,59334.04,0.22,0.28,32756.13,30.48
31,80061.98,0.17,0.29,45632.87,39.48
31,66038.33,0.27,0.5,17091.71,19.53
36,40101.7,0.13,0.43,22565.9,23.35
50,65076.81,0.12,0.32,38031.68,34.17
50,57287.7,0.27,0.43,18996.59,20.86
53,45841.43,0.25,0.13,27463.99,26.78
57,62923.52,0.18,0.19,33811.71,31.22
47,55915.52,0.08,0.41,31798.58,29.81
47,55990.34,0.1,0.42,30333.46,28.78
34,60152.24,0.21,0.49,22311.96,23.18
28,43521.5,0.15,0.3,23813.9,24.23
48,63948.35,0.26,0.46,20868.91,22.17
43,54722.78,0.29,0.44,20041.69,21.59
57,50038.6,0.25,0.58,2550.32,9.36
38,80717.19,0.14,0.21,57845.07,48.02
23,66825.12,0.25,0.38,19305.13,21.07
19,19398.13,0.14,0.4,-2950.31,5.52
48,76384.89,0.09,0.6,26732.21,26.27
21,72065.31,0.06,0.2,44736.13,38.85
32,92654.42,0.15,0.36,48618.95,41.57
48,71590.29,0.28,0.27,35251.44,32.22
22,30029.47,0.11,0.36,8695.73,13.66
36,71104.16,0.1,0.22,53269.9,44.82
55,48124.3,0.29,0.12,24678.96,24.83
43,57775.32,0.06,0.39,37024.02,33.46
19,43590.07,0.25,0.27,9243.08,14.04
33,47105.55,0.13,0.19,35643.12,32.5
27,37030.64,0.06,0.26,23980.38,24.34
33,65383.55,0.28,0.12,42413.21,37.23
42,109978.1,0.08,0.58,42880.2,37.56
22,69219.87,0.19,0.39,21941.23,22.92
30,67292.16,0.12,0.51,26933.73,26.41
55,78432.39,0.07,0.31,45540.88,39.42
55,70545.65,0.06,0.55,23885.41,24.28
24,53788.55,0.08,0.34,26811.24,26.32
57,74776.15,0.07,0.39,34847.69,31.94
42,47178.82,0.24,0.35,24729.52,24.87
29,56281.04,0.17,0.47,21294.65,22.47
31,54109.69,0.14,0.38,28399.87,27.43
52,62157.35,0.15,0.24,37885.36,34.06
43,56283.96,0.28,0.17,35914.18,32.69
25,56732.2,0.28,0.4,14950.9,18.03
22,32338.18,0.23,0.34,6480.29,12.11
26,41845.6,0.27,0.15,22065.11,23.0
38,52329.83,0.13,0.3,35253.97,32.22
47,79267.46,0.15,0.36,42961.57,37.61
28,51616.73,0.2,0.51,14252.43,17.54
52,54580.3,0.21,0.14,35653.11,32.5
44,57497.15,0.17,0.27,36883.49,33.36
59,55391.07,0.15,0.51,9963.7,14.54
21,79395.44,0.3,0.42,13356.05,16.92
24,31819.07,0.26,0.24,11308.11,15.48
23,56759.5,0.16,0.52,12302.77,16.18
23,52580.13,0.23,0.35,16160.79,18.88
41,51180.52,0.12,0.35,33030.19,30.67
27,83795.11,0.08,0.59,26898.49,26.38
53,69879.29,0.14,0.57,18923.68,20.81
38,54013.41,0.15,0.28,36253.82,32.92
53,41706.03,0.05,0.17,31305.9,29.46
36,63440.45,0.25,0.26,35635.88,32.49
35,58298.46,0.14,0.12,47852.75,41.03
42,50036.26,0.2,0.11,40021.88,35.56
21,28368.72,0.07,0.3,9170.93,13.99
50,78577.69,0.09,0.57,27899.66,27.08
53,41134.77,0.27,0.54,6783.2,12.32
56,63422.03,0.2,0.36,23359.12,23.91
31,52576.19,0.29,0.38,19434.0,21.16
43,71319.1,0.3,0.1,47876.49,41.05
27,46252.42,0.14,0.21,28852.95,27.75
22,47539.15,0.12,0.11,29107.7,27.93
32,46803.66,0.26,0.48,15016.54,18.08
55,58231.39,0.3,0.17,27425.54,26.75
52,69449.82,0.21,0.53,18028.26,20.18
29,55463.94,0.25,0.42,18871.81,20.77
59,61781.1,0.25,0.21,24554.51,24.74
21,29457.1,0.14,0.18,11285.71,15.47
46,54867.15,0.19,0.41,25866.96,25.66
47,54952.66,0.26,0.55,14072.64,17.42
27,46490.26,0.22,0.46,13770.78,17.21
21,70837.92,0.06,0.27,38470.09,34.47
43,57630.26,0.13,0.39,32388.04,30.22
52,47506.9,0.09,0.26,31066.48,29.3
30,63808.08,0.11,0.6,20366.56,21.82
27,80053.82,0.28,0.47,18872.7,20.77
33,42903.15,0.06,0.41,26403.56,26.04
58,108143.91,0.1,0.31,56032.66,46.75
43,69733.28,0.13,0.41,37658.19,33.91
23,65231.6,0.2,0.27,28551.14,27.54
29,86385.86,0.18,0.11,61468.73,50.55
52,80205.94,0.1,0.3,47747.4,40.96
42,60782.47,0.09,0.57,26249.34,25.93
33,83124.6,0.11,0.41,43215.87,37.79
56,62362.53,0.18,0.14,38005.28,34.15
26,71388.5,0.12,0.54,21962.02,22.93
23,69700.39,0.29,0.23,27468.33,26.78
44,49795.03,0.17,0.22,35598.02,32.47
36,74717.61,0.06,0.25,56208.86,46.87
24,43342.63,0.23,0.39,11802.01,15.83
55,61182.93,0.13,0.37,26822.66,26.33
31,57351.78,0.21,0.35,27578.95,26.86
46,64111.11,0.12,0.46,31174.08,29.37
23,79556.56,0.19,0.26,37822.32,34.02
31,40086.64,0.24,0.49,12957.08,16.64
35,41200.04,0.28,0.19,26405.95,26.04
58,37274.66,0.12,0.49,7461.19,12.79
50,83594.59,0.13,0.43,37952.85,34.11
47,52751.42,0.17,0.44,24345.17,24.6
21,42993.28,0.28,0.34,7511.38,12.83
58,54640.69,0.28,0.43,8641.88,13.62
52,49892.6,0.07,0.14,39123.57,34.93
58,72701.69,0.08,0.53,21260.92,22.44
45,60878.92,0.17,0.13,47154.26,40.54
31,51879.77,0.08,0.17,41119.52,36.33
51,65215.08,0.14,0.39,31701.93,29.74
24,59381.87,0.09,0.47,21643.48,22.71
42,50708.0,0.21,0.14,38256.6,34.32
37,77200.38,0.29,0.56,16738.76,19.28
34,90966.89,0.3,0.59,14323.45,17.59
58,40655.62,0.14,0.4,11095.56,15.34
46,67340.15,0.2,0.34,35078.92,32.1
51,57057.34,0.26,0.47,15735.8,18.58
59,68220.21,0.08,0.26,36080.75,32.8
31,41296.1,0.22,0.35,20201.53,21.7
43,101369.48,0.15,0.56,34402.55,31.63
54,42688.74,0.1,0.58,11410.59,15.56
45,59239.54,0.15,0.56,21275.87,22.45
56,65650.68,0.07,0.23,41250.29,36.42
25,38632.32,0.22,0.22,18437.1,20.47
23,33789.51,0.11,0.25,15743.47,18.58
49,65791.69,0.13,0.32,38844.93,34.74
41,63393.24,0.08,0.26,47367.38,40.69
28,51888.3,0.27,0.29,23187.48,23.79
50,78344.79,0.17,0.41,34085.42,31.41
48,56925.68,0.19,0.48,21452.26,22.58
57,62643.71,0.19,0.47,15742.71,18.58
49,55281.11,0.15,0.51,21007.82,22.26
36,49046.04,0.1,0.12,43588.38,38.05
54,55615.0,0.24,0.12,33363.49,30.9
20,32229.48,0.08,0.49,3283.16,9.87
32,50167.16,0.08,0.37,30767.8,29.09
31,79685.1,0.23,0.39,32866.69,30.56
47,58953.99,0.1,0.13,48909.44,41.77
30,45540.81,0.13,0.23,30924.29,29.2
57,57742.97,0.17,0.42,17688.25,19.94
20,40674.27,0.16,0.53,2334.88,9.21
50,48046.51,0.23,0.56,11670.66,15.74
31,51062.7,0.21,0.35,24964.5,25.03
45,57982.93,0.21,0.37,28469.32,27.48
59,52791.42,0.23,0.52,4901.96,11.01
35,72446.97,0.12,0.37,41057.35,36.28
58,58535.49,0.13,0.36,22626.68,23.4
49,88279.92,0.16,0.55,27791.41,27.01
52,60739.08,0.13,0.49,22839.12,23.55
42,106488.55,0.3,0.55,21072.19,22.31
53,54010.92,0.25,0.21,27658.32,26.91
24,36183.48,0.09,0.36,15296.58,18.27
37,70041.37,0.05,0.52,35052.44,32.08
48,92554.43,0.06,0.16,75380.79,60.28
25,32237.69,0.11,0.5,9366.07,14.13
28,48908.03,0.08,0.19,35458.9,32.37
59,47226.74,0.18,0.5,5979.55,11.76
50,64110.35,0.26,0.41,22576.74,23.36
52,61072.75,0.23,0.2,34497.61,31.7
46,92291.58,0.1,0.34,55606.87,46.45
33,55682.75,0.15,0.44,26387.45,26.03
48,92881.25,0.18,0.42,40876.84,36.16
55,54490.75,0.25,0.31,20113.78,21.64
47,80774.09,0.26,0.55,18910.89,20.8
40,65560.41,0.28,0.36,29262.58,28.04
22,85016.36,0.18,0.35,32742.35,30.47
38,44837.06,0.22,0.13,34382.82,31.62
50,48243.48,0.08,0.56,18952.62,20.83
54,105859.57,0.19,0.19,63351.21,51.87
22,33222.84,0.11,0.36,10216.4,14.72
45,54016.0,0.16,0.5,22689.11,23.44
35,48059.88,0.21,0.21,32303.17,30.16
30,78119.39,0.11,0.36,42650.73,37.4
40,47489.51,0.06,0.22,39422.43,35.14
35,59327.46,0.05,0.48,32196.5,30.09
28,47966.6,0.06,0.38,26862.85,26.36
19,58002.31,0.05,0.53,12548.09,16.35
40,54266.45,0.08,0.55,25951.18,25.72
44,69849.12,0.11,0.42,37504.33,33.8
36,46051.96,0.11,0.46,24580.12,24.76
32,121562.89,0.3,0.37,43080.6,37.7
47,59151.49,0.13,0.29,38006.52,34.15
30,54364.33,0.08,0.42,28462.35,27.48
54,99346.45,0.19,0.55,23609.71,24.08
53,52518.7,0.26,0.31,21010.15,22.27
30,94319.79,0.22,0.26,50886.8,43.15
25,41851.45,0.12,0.29,20873.49,22.17
47,74920.05,0.19,0.32,40281.1,35.74
29,45382.82,0.23,0.14,29467.82,28.18
51,46248.72,0.23,0.35,20196.56,21.7
24,53113.74,0.22,0.35,18626.28,20.6
33,68919.68,0.27,0.39,26913.97,26.39
50,46983.79,0.27,0.28,22695.46,23.44
29,48667.85,0.19,0.41,20180.33,21.69
41,87511.87,0.16,0.54,31978.19,29.93
44,73519.24,0.21,0.58,20549.37,21.94
52,55396.07,0.25,0.39,19500.27,21.21
52,52964.49,0.05,0.12,43662.72,38.1
47,113406.68,0.3,0.58,16777.25,19.31
22,26817.31,0.1,0.45,4886.37,10.99
35,58081.62,0.17,0.27,37318.59,33.67
53,44357.88,0.27,0.17,23627.96,24.1
31,83965.19,0.11,0.17,62871.66,51.53
59,55221.77,0.17,0.18,26941.09,26.41
57,60177.04,0.08,0.12,41949.12,36.91
33,149469.22,0.15,0.55,48322.25,41.36
47,54721.09,0.09,0.37,32825.15,30.53
47,105656.06,0.14,0.45,46857.14,40.34
29,47585.59,0.14,0.51,17085.56,19.52
50,58436.55,0.3,0.5,13451.7,16.98
20,123409.09,0.3,0.54,9542.31,14.25
32,53974.18,0.08,0.58,21441.3,22.57
38,45611.99,0.23,0.32,25890.2,25.68
40,66492.13,0.06,0.58,29518.14,28.21
29,50502.71,0.06,0.46,25169.68,25.17
45,68985.01,0.08,0.14,59152.0,48.93
21,38899.12,0.29,0.44,1813.41,8.85
35,121422.73,0.29,0.44,37254.45,33.62
46,72627.16,0.1,0.55,29463.47,28.18
47,49823.76,0.09,0.29,34769.24,31.89
39,63390.95,0.11,0.39,36732.19,33.26
34,48032.57,0.18,0.11,38529.19,34.51
55,55392.23,0.19,0.27,26614.46,26.18
38,49656.12,0.11,0.13,43399.89,37.92
24,103542.56,0.24,0.36,36822.11,33.32
37,51347.17,0.13,0.51,23859.82,24.26
23,57020.48,0.28,0.2,23605.55,24.08
21,36290.03,0.21,0.36,6698.74,12.26
19,23548.66,0.16,0.2,3248.93,9.85
56,61380.59,0.25,0.16,31663.5,29.71
33,64138.98,0.25,0.36,28545.51,27.53
52,70841.36,0.12,0.14,52092.81,44.0
53,37851.91,0.13,0.39,16834.4,19.35
43,48441.48,0.28,0.12,34273.62,31.54
42,81350.38,0.09,0.15,66708.42,54.22
30,42838.94,0.06,0.37,25627.0,25.49
36,62990.94,0.16,0.4,32702.69,30.44
33,42929.29,0.25,0.11,30773.29,29.09
34,71783.45,0.24,0.39,30751.1,29.08
45,81043.41,0.28,0.52,20777.16,22.1
26,62668.93,0.18,0.46,20238.71,21.73
43,83439.92,0.08,0.17,68409.13,55.4
35,95496.01,0.2,0.4,43505.39,37.99
47,48953.92,0.24,0.44,19309.19,21.08
26,39024.62,0.07,0.12,29263.17,28.04
33,74750.23,0.09,0.53,31798.45,29.81
45,86174.58,0.05,0.55,38671.3,34.61
25,38763.75,0.2,0.53,7246.4,12.64
21,31323.53,0.27,0.51,-1902.26,6.25
47,54058.6,0.22,0.47,20353.0,21.81
42,45444.46,0.3,0.42,18409.53,20.45
21,26401.29,0.07,0.44,4455.57,10.69
38,46628.17,0.28,0.5,15526.18,18.43
33,53096.2,0.25,0.43,20531.09,21.93
43,67094.32,0.13,0.26,45799.99,39.6
48,69891.57,0.29,0.29,32213.67,30.1
32,49442.82,0.12,0.55,19089.86,20.92
25,40958.76,0.27,0.11,22125.56,23.05
35,60944.08,0.27,0.45,21820.43,22.83
38,44697.93,0.24,0.58,13760.09,17.2
54,78660.86,0.19,0.45,25922.95,25.7
27,78232.36,0.08,0.6,24071.49,24.41
56,49909.89,0.18,0.44,14051.47,17.4
40,56267.53,0.14,0.12,47290.74,40.64
20,65573.55,0.25,0.51,5251.61,11.25
42,60600.68,0.24,0.24,36695.55,33.23
26,59591.09,0.28,0.32,21686.94,22.74
29,51661.88,0.05,0.26,36286.11,32.95
31,91592.4,0.25,0.23,49057.47,41.87
35,67531.11,0.28,0.32,31345.56,29.49
26,58760.82,0.25,0.29,25104.11,25.13
39,71492.1,0.08,0.42,41044.32,36.27
36,52237.88,0.07,0.51,26904.27,26.39
48,56071.12,0.06,0.25,41964.85,36.92
36,74147.27,0.21,0.21,48336.6,41.37
49,64181.66,0.21,0.43,25381.31,25.32
56,44476.99,0.3,0.44,7395.99,12.75
50,109600.66,0.15,0.55,34410.32,31.63
29,72475.52,0.13,0.11,55629.96,46.47
43,63213.23,0.21,0.53,22143.73,23.06
51,57476.03,0.26,0.36,22537.95,23.33
56,61398.05,0.28,0.41,14252.87,17.54
59,64426.14,0.25,0.15,30315.68,28.77
26,29407.89,0.16,0.32,13561.15,17.06
29,110804.93,0.21,0.21,64643.39,52.77
40,51781.97,0.26,0.23,31767.96,29.79
42,62409.01,0.17,0.35,35000.0,32.05
59,55872.86,0.1,0.51,13060.61,16.71
35,111764.92,0.09,0.47,53298.73,44.84
30,52901.61,0.05,0.4,30950.89,29.22
50,99179.74,0.23,0.37,41258.55,36.42
33,64252.7,0.08,0.31,42652.08,37.4
34,46423.65,0.11,0.59,18236.26,20.33
40,63975.94,0.12,0.38,37031.81,33.47
46,60970.57,0.19,0.23,39585.54,35.25
38,48031.78,0.15,0.22,35919.69,32.69
51,67443.8,0.22,0.41,25938.32,25.71
28,52138.96,0.06,0.36,29364.59,28.11
58,66235.8,0.08,0.1,46916.52,40.38
50,64956.19,0.17,0.52,21700.98,22.75
51,52854.76,0.13,0.45,22445.7,23.27
20,53451.53,0.12,0.43,13665.22,17.13
51,53153.69,0.07,0.13,43167.69,37.76
51,37153.35,0.27,0.28,17141.35,19.56
59,57377.39,0.22,0.57,3351.64,9.92
31,47879.36,0.08,0.53,20901.11,22.19
48,68922.16,0.07,0.24,50521.04,42.9
51,114281.82,0.29,0.18,60950.87,50.19
31,109417.29,0.22,0.32,51982.88,43.92
44,60301.92,0.15,0.28,39181.74,34.97
40,51405.42,0.23,0.44,22479.4,23.29
57,67764.79,0.24,0.58,6071.85,11.82
20,33822.54,0.24,0.28,5789.19,11.63
56,64845.75,0.17,0.13,40952.56,36.21
57,48641.9,0.16,0.55,8428.93,13.47
44,66854.95,0.05,0.12,60303.22,49.74
33,47031.39,0.28,0.58,10251.09,14.74
52,85796.31,0.2,0.43,31412.48,29.54
58,48490.17,0.1,0.57,8904.81,13.8
29,65114.94,0.28,0.2,34555.5,31.74
21,26455.55,0.28,0.12,7194.35,12.61
24,60735.84,0.3,0.34,17223.8,19.62
27,38665.71,0.27,0.33,14612.18,17.79
24,50315.91,0.3,0.27,17316.81,19.68
27,71037.23,0.11,0.58,20799.9,22.12
57,54377.14,0.26,0.51,6530.83,12.14
49,49784.44,0.26,0.43,18200.16,20.3
50,70514.22,0.11,0.18,51718.03,43.74
59,44759.62,0.07,0.47,11575.93,15.67
30,48593.19,0.29,0.46,13250.94,16.84
26,53431.65,0.12,0.31,27890.27,27.08
26,79072.77,0.27,0.56,11198.42,15.41
46,63153.98,0.05,0.18,52407.36,44.22
38,61272.09,0.06,0.23,48934.0,41.79
25,61311.28,0.17,0.13,39738.59,35.36
29,53836.4,0.11,0.5,21897.73,22.89
38,72437.6,0.22,0.41,32004.64,29.95
34,80193.37,0.19,0.26,48090.75,41.2
22,38020.59,0.07,0.18,21186.26,22.39
24,21212.28,0.09,0.12,12217.48,16.12
40,51493.09,0.15,0.18,39999.14,35.54
44,88304.78,0.1,0.33,55728.57,46.54
21,40373.53,0.25,0.22,12562.84,16.36
59,50528.01,0.15,0.23,22344.15,23.2
32,80751.46,0.07,0.54,34489.4,31.69
29,51529.56,0.17,0.36,24796.69,24.91
36,39722.67,0.07,0.46,23083.3,23.72
30,37941.38,0.08,0.12,31956.27,29.92
41,69343.06,0.11,0.28,47640.73,40.88
30,53216.13,0.26,0.34,22414.97,23.25
31,88269.33,0.28,0.19,48776.25,41.68
43,53175.82,0.26,0.16,36175.26,32.87
37,55932.71,0.13,0.54,23728.02,24.17
54,48694.93,0.12,0.57,12992.0,16.66
26,42002.48,0.19,0.14,26113.73,25.83
47,43790.52,0.23,0.27,25294.12,25.26
50,56428.93,0.3,0.58,8526.3,13.54
36,58913.5,0.08,0.14,50577.08,42.94
24,43990.56,0.06,0.42,18105.71,20.24
36,119118.55,0.22,0.59,27517.56,26.82
37,106577.35,0.26,0.59,21450.04,22.57
40,52190.37,0.26,0.34,26609.25,26.18
55,39266.62,0.22,0.18,20398.79,21.84
50,60340.0,0.29,0.2,32420.54,30.24
59,61710.46,0.18,0.54,8461.81,13.49
21,30121.18,0.28,0.56,-3567.85,5.08
46,52476.46,0.29,0.4,20078.55,21.62
28,88943.71,0.26,0.48,22390.77,23.23
53,56626.93,0.13,0.47,21553.29,22.65
47,74716.99,0.1,0.43,38900.51,34.77
33,45852.51,0.19,0.51,17200.9,19.6
51,60547.76,0.16,0.44,24657.56,24.82
25,42811.14,0.27,0.37,12087.68,16.03
30,45403.43,0.08,0.22,33788.61,31.2
48,86516.37,0.11,0.47,38701.45,34.63
39,45994.12,0.24,0.34,25021.22,25.07
49,67157.22,0.07,0.25,47866.12,41.04
42,57428.08,0.13,0.5,26572.71,26.16
38,68016.35,0.15,0.45,32887.9,30.57
55,54144.78,0.21,0.57,8970.62,13.85
22,59391.5,0.09,0.18,36050.29,32.78
46,51196.67,0.27,0.42,19990.32,21.55
38,85057.99,0.16,0.22,57804.04,47.99
42,61998.0,0.28,0.55,15889.4,18.69
50,46883.49,0.17,0.15,33543.33,31.03
59,67806.84,0.12,0.43,21965.51,22.93
54,56787.29,0.09,0.5,21762.2,22.79
52,43233.08,0.05,0.28,28946.77,27.82
54,65271.43,0.18,0.58,13488.68,17.01
20,59172.78,0.08,0.53,13207.2,16.81
33,84978.32,0.15,0.25,54738.22,45.85
52,55610.07,0.2,0.1,38657.87,34.6
54,62022.85,0.12,0.25,36972.72,33.43
24,46807.94,0.09,0.24,26538.42,26.13
57,91375.54,0.24,0.54,13539.17,17.04
30,43968.17,0.29,0.58,7444.13,12.78
21,34504.52,0.08,0.14,18675.39,20.63
36,49193.69,0.09,0.34,33094.89,30.72
58,40482.82,0.29,0.37,6409.69,12.06
39,65474.08,0.06,0.15,57382.91,47.7
33,95094.28,0.29,0.29,42979.87,37.63
51,58502.64,0.05,0.26,41105.78,36.32
53,49366.83,0.27,0.37,16942.42,19.42
44,65758.38,0.13,0.43,33921.55,31.29
26,59609.13,0.28,0.45,13595.64,17.08
54,57385.93,0.13,0.17,38009.29,34.15
48,93767.96,0.21,0.51,29304.61,28.07
41,51892.15,0.07,0.44,30883.87,29.17
32,52240.99,0.11,0.54,21171.37,22.38
32,61269.62,0.24,0.32,29397.18,28.13
20,45713.1,0.18,0.55,2079.62,9.03
55,59715.69,0.28,0.53,7873.13,13.08
23,29840.76,0.16,0.32,9681.39,14.35
56,126512.39,0.27,0.29,51364.05,43.49
59,51903.92,0.16,0.57,5311.11,11.29
32,58103.01,0.29,0.46,17469.21,19.79
57,68431.79,0.29,0.56,4266.87,10.56
43,54233.86,0.13,0.5,25077.76,25.11
38,61807.26,0.27,0.4,25413.7,25.35
20,30181.19,0.26,0.16,7348.72,12.72
57,64419.57,0.1,0.25,36116.03,32.83
24,42049.86,0.21,0.58,4415.95,10.67
35,63408.44,0.07,0.26,47305.12,40.65
43,50081.32,0.26,0.15,34789.77,31.9
46,52293.11,0.09,0.45,27884.73,27.07
20,23792.34,0.07,0.47,893.01,8.2
53,51139.52,0.15,0.24,29925.62,28.5
55,36688.27,0.19,0.25,17047.0,19.5
23,40001.98,0.26,0.33,10021.66,14.58
19,29869.25,0.29,0.11,5972.3,11.75
58,58771.09,0.16,0.49,13090.05,16.73
30,54923.69,0.07,0.26,38943.01,34.8
54,86644.78,0.24,0.53,18135.45,20.26
41,144055.93,0.19,0.5,49537.24,42.21
49,85765.17,0.16,0.43,37096.22,33.51
29,46807.77,0.13,0.26,29485.89,28.19
28,45063.98,0.18,0.36,20783.46,22.11
21,57640.17,0.13,0.32,22752.47,23.48
32,38833.95,0.24,0.27,22051.79,22.99
34,53691.28,0.19,0.52,19523.79,21.23
28,48339.52,0.27,0.34,18872.37,20.77
47,73074.22,0.19,0.52,25477.58,25.39
28,62860.33,0.11,0.15,46184.86,39.87
30,44656.38,0.26,0.17,26983.38,26.44
48,56675.35,0.19,0.59,15570.37,18.46
59,63007.59,0.1,0.39,23128.96,23.75
19,26946.7,0.21,0.35,197.36,7.72
23,69875.81,0.14,0.36,28810.94,27.72
38,71883.64,0.26,0.21,43476.77,37.97
26,51817.79,0.16,0.46,17337.63,19.7
30,60877.5,0.23,0.14,39705.75,35.34
19,30676.73,0.07,0.39,4548.7,10.76
38,52638.3,0.15,0.39,29949.52,28.52
46,56850.19,0.3,0.56,12296.44,16.17
55,67726.11,0.25,0.36,22552.53,23.34
55,62235.97,0.09,0.17,42758.79,37.47
30,48361.92,0.12,0.39,25683.41,25.53
55,72982.53,0.13,0.15,49631.73,42.28
46,60177.09,0.21,0.2,39365.52,35.1
33,48285.73,0.24,0.12,34686.64,31.83
24,50196.18,0.24,0.36,15820.15,18.64
38,48679.38,0.18,0.14,38485.67,34.48
32,38808.23,0.25,0.33,19159.84,20.97
20,38948.3,0.16,0.57,297.48,7.79
27,41839.04,0.08,0.46,18197.29,20.3
55,55304.75,0.19,0.14,33535.07,31.02
38,49113.97,0.29,0.21,29821.02,28.43
44,88311.83,0.25,0.44,32669.7,30.42
47,53955.72,0.19,0.55,17529.92,19.83
19,31105.86,0.21,0.12,9047.56,13.9
53,66752.75,0.28,0.51,12958.37,16.64
24,30696.38,0.16,0.38,9609.97,14.3
55,43094.78,0.13,0.37,17752.83,19.99
23,50847.48,0.29,0.58,641.38,8.03
51,55269.41,0.27,0.47,15215.64,18.22
32,45183.0,0.13,0.53,18683.87,20.64
30,65073.65,0.17,0.28,38027.72,34.16
38,50642.47,0.15,0.38,29133.67,27.95
42,58488.6,0.09,0.41,35038.08,32.07
52,49796.4,0.29,0.26,22224.73,23.12
43,67673.82,0.15,0.39,36346.94,32.99
47,91777.44,0.27,0.22,50743.89,43.05
57,38655.69,0.1,0.17,22470.78,23.29
